Game_ID,Team,Player,blocks,min,pFouls,tpp,totReb,defReb,assists,fgm,offReb,plusMinus,fga,tpa,ftp,fta,turnovers,tpm,points,steals,ftm,fgp
10796,Lakers,Malik Monk,1.0,20.0,0.0,50.0,2.0,2.0,1.0,6.0,0.0,-5.0,12.0,6.0,0.0,0.0,1.0,3.0,15.0,0.0,0.0,50.0
10796,Lakers,Cameron Oliver,0.0,12.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,-22.0,1.0,0.0,50.0,4.0,1.0,0.0,4.0,1.0,2.0,100.0
10796,Lakers,Trevelin Queen,0.0,7.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,-5.0,6.0,1.0,100.0,1.0,0.0,0.0,5.0,1.0,1.0,33.3
10796,Lakers,Austin Reaves,0.0,20.0,4.0,25.0,3.0,2.0,2.0,1.0,1.0,-18.0,5.0,4.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,20.0
10796,Lakers,Rajon Rondo,0.0,8.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10796,Lakers,Russell Westbrook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10815,Lakers,Kent Bazemore,1.0,15.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,-21.0,4.0,2.0,100.0,2.0,3.0,0.0,6.0,0.0,2.0,50.0
10815,Lakers,Anthony Davis,2.0,24.0,0.0,33.3,8.0,7.0,2.0,5.0,1.0,-10.0,14.0,3.0,50.0,6.0,0.0,1.0,14.0,2.0,3.0,35.7
10815,Lakers,DeAndre Jordan,1.0,19.0,2.0,0.0,7.0,7.0,1.0,3.0,0.0,-9.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,100.0
10815,Lakers,Kendrick Nunn,0.0,26.0,1.0,20.0,3.0,3.0,2.0,5.0,0.0,-15.0,12.0,5.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,41.7
10815,Lakers,Talen Horton-Tucker,0.0,23.0,1.0,50.0,3.0,2.0,3.0,3.0,1.0,-1.0,7.0,4.0,75.0,4.0,5.0,2.0,11.0,1.0,3.0,42.9
10815,Lakers,Carmelo Anthony,0.0,17.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,-4.0,10.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,40.0
10815,Lakers,Trevor Ariza,,,,,,,,,,,,,,,,,,,,
10815,Lakers,Joel Ayayi,0.0,14.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,11.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
10815,Lakers,Chaundee Brown Jr.,0.0,8.0,2.0,100.0,3.0,2.0,1.0,3.0,1.0,19.0,3.0,1.0,100.0,2.0,0.0,1.0,9.0,0.0,2.0,100.0
10815,Lakers,Wayne Ellington,0.0,21.0,2.0,33.3,6.0,6.0,1.0,2.0,0.0,-11.0,5.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,40.0
10815,Lakers,Dwight Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10815,Lakers,LeBron James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10815,Lakers,Mac McClung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10815,Lakers,Malik Monk,0.0,21.0,1.0,57.1,1.0,1.0,3.0,7.0,0.0,-19.0,11.0,7.0,0.0,0.0,4.0,4.0,18.0,0.0,0.0,63.6
10815,Lakers,Cameron Oliver,0.0,5.0,0.0,50.0,2.0,2.0,1.0,1.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,50.0
10815,Lakers,Trevelin Queen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10815,Lakers,Austin Reaves,0.0,21.0,1.0,25.0,1.0,1.0,3.0,2.0,0.0,2.0,6.0,4.0,100.0,5.0,0.0,1.0,10.0,2.0,5.0,33.3
10815,Lakers,Rajon Rondo,0.0,18.0,2.0,0.0,1.0,1.0,5.0,2.0,0.0,-15.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,100.0
10815,Lakers,Russell Westbrook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10826,Lakers,Kent Bazemore,0.0,26.0,4.0,42.9,5.0,5.0,0.0,3.0,0.0,3.0,9.0,7.0,100.0,2.0,2.0,3.0,11.0,0.0,2.0,33.3
10826,Lakers,LeBron James,0.0,17.0,1.0,0.0,3.0,3.0,2.0,4.0,0.0,-2.0,12.0,3.0,100.0,1.0,2.0,0.0,9.0,1.0,1.0,33.3
10826,Lakers,DeAndre Jordan,0.0,21.0,3.0,0.0,9.0,7.0,1.0,4.0,2.0,2.0,6.0,0.0,66.7,3.0,0.0,0.0,10.0,2.0,2.0,66.7
10826,Lakers,Malik Monk,0.0,20.0,1.0,25.0,3.0,2.0,2.0,2.0,1.0,-9.0,6.0,4.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,33.3
10826,Lakers,Russell Westbrook,0.0,17.0,1.0,0.0,7.0,5.0,4.0,1.0,2.0,-8.0,7.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,14.3
10826,Lakers,Carmelo Anthony,0.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-15.0,7.0,4.0,100.0,2.0,0.0,0.0,4.0,0.0,2.0,14.3
10826,Lakers,Trevor Ariza,,,,,,,,,,,,,,,,,,,,
10826,Lakers,Joel Ayayi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10826,Lakers,Chaundee Brown Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10826,Lakers,Anthony Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10826,Lakers,Wayne Ellington,1.0,19.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,-10.0,2.0,1.0,75.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0
10826,Lakers,Talen Horton-Tucker,0.0,19.0,3.0,33.3,3.0,2.0,2.0,5.0,1.0,-4.0,10.0,3.0,66.7,9.0,3.0,1.0,17.0,1.0,6.0,50.0
10826,Lakers,Dwight Howard,1.0,23.0,3.0,0.0,12.0,6.0,3.0,8.0,6.0,-1.0,11.0,0.0,63.6,11.0,2.0,0.0,23.0,1.0,7.0,72.7
10826,Lakers,Mac McClung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10826,Lakers,Kendrick Nunn,1.0,27.0,1.0,37.5,4.0,3.0,1.0,5.0,1.0,2.0,13.0,8.0,0.0,0.0,2.0,3.0,13.0,0.0,0.0,38.5
10826,Lakers,Cameron Oliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10826,Lakers,Trevelin Queen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10826,Lakers,Austin Reaves,0.0,15.0,1.0,75.0,2.0,1.0,0.0,3.0,1.0,9.0,4.0,4.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0,75.0
10826,Lakers,Rajon Rondo,0.0,17.0,1.0,100.0,5.0,5.0,6.0,3.0,0.0,-2.0,4.0,2.0,0.0,0.0,4.0,2.0,8.0,1.0,0.0,75.0
10833,Lakers,Kent Bazemore,0.0,24.0,3.0,40.0,4.0,3.0,2.0,3.0,1.0,-14.0,7.0,5.0,0.0,0.0,1.0,2.0,8.0,4.0,0.0,42.9
10833,Lakers,Anthony Davis,1.0,27.0,3.0,33.3,3.0,2.0,6.0,5.0,1.0,-13.0,12.0,3.0,72.7,11.0,1.0,1.0,19.0,3.0,8.0,41.7
10833,Lakers,DeAndre Jordan,1.0,16.0,1.0,0.0,5.0,5.0,0.0,2.0,0.0,-22.0,2.0,0.0,50.0,2.0,1.0,0.0,5.0,0.0,1.0,100.0
10833,Lakers,Wayne Ellington,0.0,21.0,1.0,20.0,4.0,4.0,2.0,1.0,0.0,-8.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,20.0
10833,Lakers,Russell Westbrook,0.0,25.0,2.0,40.0,2.0,2.0,5.0,3.0,0.0,-14.0,12.0,5.0,0.0,0.0,9.0,2.0,8.0,1.0,0.0,25.0
10833,Lakers,Carmelo Anthony,1.0,15.0,3.0,71.4,4.0,4.0,0.0,6.0,0.0,-16.0,12.0,7.0,0.0,0.0,4.0,5.0,17.0,0.0,0.0,50.0
10833,Lakers,Trevor Ariza,,,,,,,,,,,,,,,,,,,,
10833,Lakers,Joel Ayayi,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0
10833,Lakers,Chaundee Brown Jr.,0.0,12.0,0.0,25.0,1.0,0.0,0.0,2.0,1.0,-5.0,7.0,4.0,75.0,4.0,1.0,1.0,8.0,2.0,3.0,28.6
10833,Lakers,Talen Horton-Tucker,,,,,,,,,,,,,,,,,,,,
10833,Lakers,Dwight Howard,1.0,12.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0
10833,Lakers,LeBron James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10833,Lakers,Mac McClung,0.0,4.0,0.0,100.0,1.0,0.0,0.0,1.0,1.0,-4.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,33.3
10833,Lakers,Malik Monk,,,,,,,,,,,,,,,,,,,,
10833,Lakers,Kendrick Nunn,0.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-12.0,3.0,1.0,100.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0
10833,Lakers,Cameron Oliver,0.0,12.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,-5.0,5.0,2.0,33.3,3.0,0.0,0.0,3.0,1.0,1.0,20.0
10833,Lakers,Trevelin Queen,1.0,12.0,2.0,0.0,3.0,1.0,0.0,3.0,2.0,-5.0,6.0,3.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,50.0
10833,Lakers,Austin Reaves,0.0,17.0,1.0,40.0,1.0,1.0,2.0,3.0,0.0,-11.0,6.0,5.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,50.0
10833,Lakers,Rajon Rondo,0.0,13.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,-13.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10842,Lakers,LeBron James,0.0,26.0,2.0,25.0,6.0,6.0,4.0,7.0,0.0,2.0,16.0,4.0,100.0,2.0,6.0,1.0,17.0,3.0,2.0,43.8
10842,Lakers,Carmelo Anthony,1.0,24.0,2.0,28.6,5.0,5.0,0.0,4.0,0.0,-5.0,12.0,7.0,100.0,3.0,0.0,2.0,13.0,0.0,3.0,33.3
10842,Lakers,Anthony Davis,2.0,30.0,2.0,0.0,6.0,4.0,2.0,7.0,2.0,2.0,12.0,2.0,66.7,9.0,0.0,0.0,20.0,2.0,6.0,58.3
10842,Lakers,Kent Bazemore,0.0,19.0,4.0,33.3,3.0,3.0,0.0,2.0,0.0,-9.0,6.0,3.0,50.0,2.0,1.0,1.0,6.0,0.0,1.0,33.3
10842,Lakers,Russell Westbrook,1.0,28.0,3.0,33.3,10.0,10.0,6.0,3.0,0.0,-5.0,9.0,3.0,75.0,4.0,5.0,1.0,10.0,0.0,3.0,33.3
10842,Lakers,Trevor Ariza,,,,,,,,,,,,,,,,,,,,
10842,Lakers,Joel Ayayi,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,-9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10842,Lakers,Chaundee Brown Jr.,0.0,23.0,1.0,50.0,2.0,1.0,0.0,5.0,1.0,-7.0,10.0,2.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,50.0
10842,Lakers,Sekou Doumbouya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10842,Lakers,Wayne Ellington,,,,,,,,,,,,,,,,,,,,
10842,Lakers,Talen Horton-Tucker,,,,,,,,,,,,,,,,,,,,
10842,Lakers,Dwight Howard,1.0,13.0,3.0,0.0,6.0,4.0,0.0,2.0,2.0,-5.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,40.0
10842,Lakers,DeAndre Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10842,Lakers,Mac McClung,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10842,Lakers,Malik Monk,,,,,,,,,,,,,,,,,,,,
10842,Lakers,Kendrick Nunn,,,,,,,,,,,,,,,,,,,,
10842,Lakers,Cameron Oliver,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-11.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0
10842,Lakers,Trevelin Queen,0.0,12.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,-11.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
10842,Lakers,Austin Reaves,1.0,26.0,2.0,50.0,1.0,0.0,3.0,3.0,1.0,-3.0,6.0,4.0,100.0,2.0,3.0,2.0,10.0,2.0,2.0,50.0
10842,Lakers,Rajon Rondo,0.0,20.0,1.0,66.7,9.0,9.0,5.0,2.0,0.0,6.0,4.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,50.0
10853,Lakers,LeBron James,2.0,29.0,2.0,40.0,6.0,6.0,6.0,12.0,0.0,17.0,20.0,5.0,80.0,5.0,3.0,2.0,30.0,0.0,4.0,60.0
10853,Lakers,Anthony Davis,2.0,33.0,1.0,0.0,12.0,11.0,0.0,5.0,1.0,-22.0,18.0,0.0,57.1,7.0,0.0,0.0,14.0,0.0,4.0,27.8
10853,Lakers,DeAndre Jordan,1.0,14.0,1.0,0.0,11.0,8.0,1.0,6.0,3.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,85.7
10853,Lakers,Kent Bazemore,0.0,27.0,4.0,33.3,1.0,1.0,2.0,3.0,0.0,-17.0,8.0,6.0,50.0,2.0,1.0,2.0,9.0,0.0,1.0,37.5
10853,Lakers,Russell Westbrook,0.0,29.0,4.0,33.3,3.0,3.0,5.0,7.0,0.0,7.0,12.0,3.0,50.0,6.0,3.0,1.0,18.0,3.0,3.0,58.3
10853,Lakers,Carmelo Anthony,0.0,27.0,2.0,75.0,2.0,2.0,0.0,5.0,0.0,-13.0,8.0,4.0,100.0,2.0,0.0,3.0,15.0,0.0,2.0,62.5
10853,Lakers,Trevor Ariza,,,,,,,,,,,,,,,,,,,,
10853,Lakers,Joel Ayayi,0.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10853,Lakers,Chaundee Brown Jr.,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10853,Lakers,Sekou Doumbouya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10853,Lakers,Wayne Ellington,,,,,,,,,,,,,,,,,,,,
10853,Lakers,Talen Horton-Tucker,,,,,,,,,,,,,,,,,,,,
10853,Lakers,Dwight Howard,2.0,13.0,5.0,0.0,7.0,5.0,1.0,2.0,2.0,12.0,4.0,1.0,50.0,2.0,2.0,0.0,5.0,2.0,1.0,50.0
10853,Lakers,Malik Monk,,,,,,,,,,,,,,,,,,,,
10853,Lakers,Kendrick Nunn,,,,,,,,,,,,,,,,,,,,
10853,Lakers,Cameron Oliver,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10853,Lakers,Trevelin Queen,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,66.7
10853,Lakers,Austin Reaves,0.0,29.0,3.0,12.5,5.0,2.0,7.0,2.0,3.0,4.0,9.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,22.2
10853,Lakers,Rajon Rondo,0.0,21.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,-30.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
8788,Lakers,LeBron James,1.0,36.0,5.0,45.5,11.0,10.0,5.0,13.0,1.0,-2.0,23.0,11.0,50.0,6.0,4.0,5.0,34.0,1.0,3.0,56.5
8788,Lakers,Anthony Davis,2.0,38.0,0.0,20.0,11.0,9.0,2.0,15.0,2.0,-2.0,26.0,5.0,28.6,7.0,0.0,1.0,33.0,1.0,2.0,57.7
8788,Lakers,DeAndre Jordan,0.0,12.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
8788,Lakers,Kent Bazemore,1.0,30.0,4.0,25.0,2.0,2.0,0.0,3.0,0.0,10.0,9.0,8.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,33.3
8788,Lakers,Russell Westbrook,0.0,35.0,4.0,0.0,5.0,4.0,4.0,4.0,1.0,-23.0,13.0,4.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,30.8
8788,Lakers,Carmelo Anthony,0.0,26.0,2.0,50.0,4.0,4.0,2.0,3.0,0.0,-5.0,9.0,4.0,50.0,2.0,1.0,2.0,9.0,0.0,1.0,33.3
8788,Lakers,Avery Bradley,0.0,8.0,2.0,66.7,1.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,66.7
8788,Lakers,Sekou Doumbouya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8788,Lakers,Dwight Howard,0.0,12.0,2.0,0.0,6.0,6.0,0.0,1.0,0.0,-7.0,2.0,0.0,75.0,4.0,2.0,0.0,5.0,0.0,3.0,50.0
8788,Lakers,Malik Monk,0.0,18.0,1.0,50.0,3.0,3.0,1.0,2.0,0.0,-10.0,5.0,4.0,0.0,0.0,1.0,2.0,6.0,2.0,0.0,40.0
8788,Lakers,Austin Reaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8788,Lakers,Rajon Rondo,0.0,19.0,2.0,33.3,0.0,0.0,5.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,25.0
9590,Lakers,LeBron James,0.0,36.0,4.0,55.6,2.0,2.0,5.0,8.0,0.0,-6.0,18.0,9.0,100.0,4.0,5.0,5.0,25.0,2.0,4.0,44.4
9590,Lakers,Anthony Davis,2.0,38.0,3.0,0.0,14.0,9.0,3.0,6.0,5.0,-6.0,18.0,1.0,90.9,11.0,2.0,0.0,22.0,1.0,10.0,33.3
9590,Lakers,DeAndre Jordan,0.0,10.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0
9590,Lakers,Kent Bazemore,0.0,23.0,3.0,33.3,2.0,2.0,1.0,1.0,0.0,-17.0,5.0,3.0,50.0,2.0,0.0,1.0,4.0,0.0,1.0,20.0
9590,Lakers,Russell Westbrook,1.0,34.0,5.0,0.0,11.0,9.0,9.0,6.0,2.0,4.0,15.0,3.0,37.5,8.0,4.0,0.0,15.0,2.0,3.0,40.0
9590,Lakers,Carmelo Anthony,0.0,24.0,3.0,66.7,5.0,2.0,1.0,5.0,3.0,8.0,11.0,6.0,100.0,2.0,1.0,4.0,16.0,0.0,2.0,45.5
9590,Lakers,Avery Bradley,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9590,Lakers,Dwight Howard,0.0,8.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,-11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
9590,Lakers,Malik Monk,0.0,16.0,0.0,25.0,1.0,1.0,1.0,2.0,0.0,-19.0,5.0,4.0,100.0,2.0,1.0,1.0,7.0,0.0,2.0,40.0
9590,Lakers,Kendrick Nunn,,,,,,,,,,,,,,,,,,,,
